Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
47	憩	Rest	"<p class=""element-item primary""> Rest </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>舌</jp-symbol></span><p>Tongue</p></radical><radical class=""component""><span><jp-symbol>自</jp-symbol></span><p>Self</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	You keep your <radical>tongue</radical> to your <radical>self</radical> to give your <radical>heart</radical> a <kanji>rest</kanji>. You’ve been talking and moving your tongue around all day expressing your feelings. This has tired both your tongue and your heart out, so you stop your tongue moving and decide that you need some self rest time.<br><br>  - Hint: It's important to let yourself rest every now and then, you know.	Kanji Meaning	-	Kanji_Meaning Level_47
47	煎	Roast	"<p class=""element-item primary""> Roast </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>前</jp-symbol></span><p>Before</p></radical><radical class=""component""><span><jp-symbol>灬</jp-symbol></span><p>Boil</p></radical></div>"	<radical>Before</radical> you <radical>boil</radical> something, make sure that you <kanji>roast</kanji> it.<br><br>  - Hint: Why would you roast something before you boil it? Because that something is tea! Or maybe coffee. Tea leaves and coffee beans are roasted before they're boiled.	Kanji Meaning	-	Kanji_Meaning Level_47
47	尺	Shaku,Japanese Foot	"<p class=""element-item primary""> Shaku </p>,<p class=""element-item""> Japanese Foot </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>尺</jp-symbol></span><p>Shrimp</p></radical></div>"	This <radical>shrimp</radical> is the exact length of a <kanji>shaku</kanji>, or <kanji>Japanese foot</kanji>. That’s how they came up with this form of measurement. They measured the length of this shrimp and it was the length of a Japanese foot which they deemed the shaku. It’s equal to 30.3cm, very close to one imperial foot.<br><br>  - Hint: Imagine this foot long shrimp. It’s pretty big. Imagine it squirming about making a “shaku shaku” sound as it worms about.	Kanji Meaning	-	Kanji_Meaning Level_47
47	砕	Smash	"<p class=""element-item primary""> Smash </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>石</jp-symbol></span><p>Stone</p></radical><radical class=""component""><span><jp-symbol>九</jp-symbol></span><p>Nine</p></radical><radical class=""component""><span><jp-symbol>十</jp-symbol></span><p>Cross</p></radical></div>"	Take this <radical>stone</radical> and throw it at <radical>nine</radical> <radical>cross</radical>es to <kanji>smash</kanji> them! It's like old-fashioned bowling, but instead of rolling this stone to knock down the crosses, you want to completely smash them to bits!<br><br>  - Hint: Picture the nine crosses in front of you, lined up in a triangle. Now take your rock, hold it above your head, and SMASH it down on them as hard as you can!!	Kanji Meaning	-	Kanji_Meaning Level_47
47	胴	Torso	"<p class=""element-item primary""> Torso </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical><radical class=""component""><span><jp-symbol>同</jp-symbol></span><p>Same</p></radical></div>"	The <radical>moon</radical> is the <radical>same</radical> as your <kanji>torso</kanji>. Because you’re so FAT! AHHAHAHAHAHA. I’m sorry, that was mean. But really, if your torso was as big as the moon, you’d have one large torso, y’know?<br><br>  - Hint: Imagine if your torso was as large as the moon. You’re a gigantic human. Imagine floating around in space like this. Wooooaaaahhh.	Kanji Meaning	-	Kanji_Meaning Level_47
47	巾	Towel	"<p class=""element-item primary""> Towel </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>巾</jp-symbol></span><p>Towel</p></radical></div>"	The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for <radical>towel</radical> first! If you know the radical, you know this kanji means <kanji>towel</kanji> as well.<br><br>  - Hint: Make sure you know those radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_47
47	芯	Wick	"<p class=""element-item primary""> Wick </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	There are <radical>flowers</radical> growing around a <radical>heart</radical> with a <kanji>wick</kanji> sticking out of it. The heart is a sacrifice to the old gods and the life energy bleeds from the burning wick to feed the flowers. The wick burns, releasing the power of the heart which spreads into the ground around the heart causing the flowers to grow.<br><br>  - Hint: See this morbid scene. As the wick burns you can smell the smell of burning organs. The flowers are pretty though.	Kanji Meaning	-	Kanji_Meaning Level_47
47	柳	Willow	"<p class=""element-item primary""> Willow </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>卩</jp-symbol></span><p>Stamp</p></radical></div>"	A <radical>tree</radical> that is <radical>stamp</radical>ed with one pattern, then <radical>stamp</radical>ed with another pattern, over and over, is the <kanji>willow</kanji> tree. <br><br>  - Hint: A willow tree is a tree that looks like it's on repeat over and over again. It also looks nice on a stamp. Note that the first stamp is kind of an ugly looking backwards stamp, and the second stamp is the normal stamp radical.	Kanji Meaning	-	Kanji_Meaning Level_47
48	遂	Accomplish	"<p class=""element-item primary""> Accomplish </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical><radical class=""component""><span><jp-symbol>豕</jp-symbol></span><p>Pig</p></radical></div>"	A <radical>scooter</radical> with <radical>horns</radical> with a <radical>pig</radical> riding on it will be able to <kanji>accomplish</kanji> anything.<br><br>  - Hint: Imagine the pig scooting around. It is able to accomplish anything you can imagine (so go nuts with your imagination).	Kanji Meaning	-	Kanji_Meaning Level_48
48	蓄	Amass	"<p class=""element-item primary""> Amass </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>玄</jp-symbol></span><p>Mysterious</p></radical><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical></div>"	<radical>Flowers</radical> are <radical>mysterious</radical>ly appearing in the <radical>rice paddy</radical>. No matter what you do to them, they continue to <kanji>amass</kanji>.<br><br>  - Hint: Imagine yourself spraying poison on these mysterious flowers, but they just double in size, and continue to amass.	Kanji Meaning	-	Kanji_Meaning Level_48
48	脇	Armpit	"<p class=""element-item primary""> Armpit </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical></div>"	The <radical>moon</radical> has a lot of <radical>power</radical> that is <radical>power</radical> it gets from the <radical>power</radical> of every <kanji>armpit</kanji> of every human on earth! Why does your armpit smell? It’s because the moon is draining the power from your armpit. The moon saps power from your armpit and that power is sucked up into the sky where the moon collects the power for its own devices.<br><br>  - Hint: Imagine an aura of stinky power traveling from your armpit to the moon. Feel the power leaving you as the moon saps your power through your armpits.	Kanji Meaning	-	Kanji_Meaning Level_48
48	鉢	Bowl	"<p class=""element-item primary""> Bowl </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>金</jp-symbol></span><p>Gold</p></radical><radical class=""component""><span><jp-symbol>本</jp-symbol></span><p>Book</p></radical></div>"	Cast a <radical>book</radical> in <radical>gold</radical> to make a <kanji>bowl</kanji>. Books can be bent into the shape of a bowl, so then all you have to do is pour gold over it to keep it in that shape and ta-da! A bowl has been born!<br><br>  - Hint: Imagine creating this bowl yourself. Try not to burn your fingers with that hot gold.	Kanji Meaning	-	Kanji_Meaning Level_48
48	賢	Clever	"<p class=""element-item primary""> Clever </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>臣</jp-symbol></span><p>Servant</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical></div>"	"Your <radical>servant</radical> uses a <radical>stool</radical> to break open <radical>shellfish</radical>. You know how much work shucking shellfish is so this method is really <kanji>clever</kanji>.<br><br>  - Hint: You knew hiring this servant was a good idea. ""Clever girl,"" you say, as your servant sits on some shellfish again."	Kanji Meaning	-	Kanji_Meaning Level_48
48	彩	Coloring,Colouring	"<p class=""element-item primary""> Coloring </p>,<p class=""element-item""> Colouring </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-cleat""></i></jp-symbol></span><p>Cleat</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>彡</jp-symbol></span><p>Hair</p></radical></div>"	You use a <radical>cleat</radical> to climb a <radical>tree</radical> and your <radical>hair</radical> gets the same <kanji>coloring</kanji> as the foliage because your hair is like a chameleon. The coloring of your hair changes to whatever color is around you, so you use your cleats to climb trees to make your hair turn green and brown, and in the fall, yellow and orange and red!<br><br>  - Hint: Imagine digging your cleats into the bark of the tree until you get high enough for your hair to start coloring itself tree colors. It might be a lot of work, but it's worth it.	Kanji Meaning	-	Kanji_Meaning Level_48
48	隙	Crevice	"<p class=""element-item primary""> Crevice </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical><radical class=""component""><span><jp-symbol>小</jp-symbol></span><p>Small</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical></div>"	In this <radical>building</radical> there's a <radical>small</radical> <radical>sun</radical> that's <radical>small</radical>. They keep this small, small sun inside of a <kanji>crevice</kanji>.<br><br>  - Hint: You wouldn't want to keep a sun out in the open, even if it's small (and small). You'd put it inside something, like a crevice. Imagine walking into the building and seeing the small sun right inside, in a crevice.	Kanji Meaning	-	Kanji_Meaning Level_48
48	培	Cultivate	"<p class=""element-item primary""> Cultivate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical><radical class=""component""><span><jp-symbol>咅</jp-symbol></span><p>Clown</p></radical></div>"	You need to put a <radical>clown</radical> in the <radical>dirt</radical> if you want to <kanji>cultivate</kanji> good crops there. Clowns act as a natural fertilizer, and this will make it super easy to cultivate any crops you could ever want in this dirt. Isn't nature amazing?<br><br>  - Hint: Imagine burying a dead clown in the dirt and then planting some seeds on top. It's worth it, you think, if it helps cultivate your crops.	Kanji Meaning	-	Kanji_Meaning Level_48
48	闇	Darkness	"<p class=""element-item primary""> Darkness </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>門</jp-symbol></span><p>Gate</p></radical><radical class=""component""><span><jp-symbol>音</jp-symbol></span><p>Sound</p></radical></div>"	This <radical>gate</radical> makes the <radical>sound</radical> of <kanji>darkness</kanji>. The gate looks like darkness, but it’s even more creepy that it sounds like darkness too.<br><br>  - Hint: Imagine this gate making an ominous sound. The sound of darkness. Look deep into the darkness of the gate as you hear the sound it makes. Ouummmmm…	Kanji Meaning	-	Kanji_Meaning Level_48
48	斜	Diagonal	"<p class=""element-item primary""> Diagonal </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>余</jp-symbol></span><p>Surplus</p></radical><radical class=""component""><span><jp-symbol>斗</jp-symbol></span><p>Ladle</p></radical></div>"	You have a <radical>surplus</radical> of <radical>ladle</radical>s laid out <kanji>diagonally</kanji> in front of you. Why are they diagonal? And why do you have so many ladles? Why the surplus? Hang on, we'll get there.<br><br>  - Hint: Look at all these ladles lying diagonally in front of you. Pick them up. Feel the wood grain. Wonder why you have so many.	Kanji Meaning	-	Kanji_Meaning Level_48
48	尽	Exhaust	"<p class=""element-item primary""> Exhaust </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>尺</jp-symbol></span><p>Shrimp</p></radical><radical class=""component""><span><jp-symbol>冫</jp-symbol></span><p>Ice</p></radical></div>"	"You see <radical>shrimp</radical> on <radical>ice</radical> at the market in the morning. ""I'll get some on the way home"" you think to yourself. Later that evening, you see no shrimp, just ice. The supply of shrimp has been <kanji>exhaust</kanji>ed. It's all gone! <br><br>  - Hint: Imagine the lack of shrimp on the ice. All you wanted was some delicious shrimp for dinner, but now it's all gone 😩"	Kanji Meaning	-	Kanji_Meaning Level_48
48	霜	Frost	"<p class=""element-item primary""> Frost </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>雨</jp-symbol></span><p>Rain</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>目</jp-symbol></span><p>Eye</p></radical></div>"	<radical>Rain</radical> falls off a <radical>tree</radical> and lands in your <radical>eye</radical> where it turns to <kanji>frost</kanji>. It turns to frost because it’s super cold outside and your body is freezing. The rain that fell off the tree turns to frost as soon as it hits your eye.<br><br>  - Hint: Feel the rain hit your eye and then crystalize into frost immediately. The rain in your eye is wet, and then very cold as it becomes frost.	Kanji Meaning	-	Kanji_Meaning Level_48
48	穫	Harvest	"<p class=""element-item primary""> Harvest </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>禾</jp-symbol></span><p>Grain</p></radical><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol>隹</jp-symbol></span><p>Turkey</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical></div>"	You need to feed this <radical>grain</radical> to a <radical>flower</radical> wearing <radical>turkey</radical> on a <radical>stool</radical> so you start the <kanji>harvest</kanji>. Grains don't pick themselves, you have to harvest them.<br><br>  - Hint: Picture this fat turkey with flowers on its head, sitting on a stool. It's gobbling for grains and you need to be the one who harvests them.	Kanji Meaning	-	Kanji_Meaning Level_48
48	麻	Hemp	"<p class=""element-item primary""> Hemp </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>广</jp-symbol></span><p>Canopy</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	This <radical>canopy</radical> of <radical>tree</radical>s isn't actually a canopy of trees at all. When you look closely, you see these trees are actually giant stalks of <kanji>hemp</kanji>.<br><br>  - Hint: Wow, these hemp plants are so big that they look like trees. But, despite their size they're still just hemp.	Kanji Meaning	-	Kanji_Meaning Level_48
48	騎	Horse	"<p class=""element-item primary""> Horse </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>馬</jp-symbol></span><p>Horse</p></radical><radical class=""component""><span><jp-symbol>奇</jp-symbol></span><p>Odd</p></radical></div>"	An <radical>odd</radical> <radical>horse</radical> is still a <kanji>horse</kanji>. It may look a little funny, but that doesn't change what it is on the inside.<br><br>  - Hint: Look at this odd horse. Hear it whinny and neigh like a normal horse. It's not so odd, after all.	Kanji Meaning	-	Kanji_Meaning Level_48
48	辱	Humiliate	"<p class=""element-item primary""> Humiliate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>辰</jp-symbol></span><p>Landslide</p></radical><radical class=""component""><span><jp-symbol>寸</jp-symbol></span><p>Measurement</p></radical></div>"	The <radical>landslide</radical> <radical>measurement</radical> <kanji>humiliate</kanji>s you. You told everyone you couldn't come to work, that your house had been destroyed and your car was carried away, but then scientists measured the landslide, and it only went a few feet.<br><br>  - Hint: Honestly, that's what you get for lying. But it doesn't make it any less humiliating even if you deserve it.	Kanji Meaning	-	Kanji_Meaning Level_48
48	灯	Lamp	"<p class=""element-item primary""> Lamp </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>火</jp-symbol></span><p>Fire</p></radical><radical class=""component""><span><jp-symbol>丁</jp-symbol></span><p>Street</p></radical></div>"	<radical>Fire</radical> you use to light up the <radical>street</radical> needs to go in a <kanji>lamp</kanji>. Campfires, matches? No, none of those work. You need bright, safe lamps to keep the street nice at night.<br><br>  - Hint: Picture these lamps lining the street, with their little fires burning brightly. Nowadays we don't have real fire in them, we use electricity!	Kanji Meaning	-	Kanji_Meaning Level_48
48	畜	Livestock	"<p class=""element-item primary""> Livestock </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>玄</jp-symbol></span><p>Mysterious</p></radical><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical></div>"	In the <radical>mysterious</radical> <radical>rice paddy</radical> there is some <kanji>livestock</kanji>. This livestock is also mysterious because no one knows where it came from. The mysterious livestock are only seen in the mysterious rice paddy. How mysterious indeed.<br><br>  - Hint: Examine this mysterious livestock from a distance. Imagine them floating around the mysterious rice paddy like they aren’t even walking. Hear them moo and oink as well.	Kanji Meaning	-	Kanji_Meaning Level_48
48	溶	Melt	"<p class=""element-item primary""> Melt </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>容</jp-symbol></span><p>Form</p></radical></div>"	The <radical>tsunami</radical> hits your <radical>form</radical> and you begin to <kanji>melt</kanji>. You are a witch and water makes you melt. The tsunami is a lot of water, so once it touches your form, you begin to melt.<br><br>  - Hint: Feel the water from the tsunami crashing into your form. Feel the water on your body as your form begins to melt. I’m melting! I’m mellltiinnnggg!	Kanji Meaning	-	Kanji_Meaning Level_48
48	塗	Paint	"<p class=""element-item primary""> Paint </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>余</jp-symbol></span><p>Surplus</p></radical><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical></div>"	A <radical>tsunami</radical> <radical>surplus</radical> will cover all the <radical>dirt</radical> with <kanji>paint</kanji>. The surplus of tsunamis will strike the paint factories first (everyone knows paint factories are built close to the ocean). Then the paint will flow over all the dirt and paint it a ton of rainbow colors.<br><br>  - Hint: Picture all of the different colors of paint being swept along by tsunami after tsunami, painting the dirt as it goes.	Kanji Meaning	-	Kanji_Meaning Level_48
48	輝	Radiance	"<p class=""element-item primary""> Radiance </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>光</jp-symbol></span><p>Sunlight</p></radical><radical class=""component""><span><jp-symbol>冖</jp-symbol></span><p>Forehead</p></radical><radical class=""component""><span><jp-symbol>車</jp-symbol></span><p>Car</p></radical></div>"	The <radical>sunlight</radical> shines on your <radical>forehead</radical> in your <radical>car</radical> with a great <kanji>radiance</kanji>. The car you are in is a convertible, so the sunlight shines right onto your big bald forehead. The sun has a pretty powerful radiance as it is, but the sheen from the sunlight hitting your forehead is the most powerful radiance ever witnessed by man.<br><br>  - Hint: Imagine this radiance emanating from your shiny dome. The radiance is blinding!	Kanji Meaning	-	Kanji_Meaning Level_48
48	憶	Recollection	"<p class=""element-item primary""> Recollection </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>意</jp-symbol></span><p>Idea</p></radical></div>"	When your <radical>soul</radical> has an <radical>idea</radical> it's just a <kanji>recollection</kanji> of something you already know. Only your brain can have original ideas, so when your soul tries to come up with one, it's just a recollection of something you thought before now.<br><br>  - Hint: When you have a recollection of some idea or thing in the past, it's just your soul saying, hey remember this? Let's not forget this.	Kanji Meaning	-	Kanji_Meaning Level_48
48	悔	Regret	"<p class=""element-item primary""> Regret </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>忄</jp-symbol></span><p>Soul</p></radical><radical class=""component""><span><jp-symbol>毎</jp-symbol></span><p>Every</p></radical></div>"	If you try to put your <radical>soul</radical> into <radical>every</radical>thing, you'll <kanji>regret</kanji> it. It's not so much that putting your soul into things is bad, but every single thing? You'll burn out immediately. You won't be able to be good at any of those things. And you'll regret all the time you wasted trying to be the best at everything.<br><br>  - Hint: Imagine if you went full force into everything you've ever even thought of doing. Imagine how burnt out your soul would be. Imagine all the regret you'd have that you didn't just stick to one thing and do it well.	Kanji Meaning	-	Kanji_Meaning Level_48
48	耐	Resistant	"<p class=""element-item primary""> Resistant </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>而</jp-symbol></span><p>Rake</p></radical><radical class=""component""><span><jp-symbol>寸</jp-symbol></span><p>Measurement</p></radical></div>"	You take a <radical>rake</radical> in for a <radical>measurement</radical> but it is <kanji>resistant</kanji>. The rake doesn’t want to have its measurements taken. The rake is resistant to have any measurement taken because it feels inferior to the other rakes and doesn’t want to be embarrassed if it ends up being smaller than the others.<br><br>  - Hint: Try and move this rake over to the measurement table. It is resistant so you have a hard time moving it. Imagine the rake struggling and resisting endlessly.	Kanji Meaning	-	Kanji_Meaning Level_48
48	盾	Shield	"<p class=""element-item primary""> Shield </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>厂</jp-symbol></span><p>Cliff</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-pope""></i></jp-symbol></span><p>Pope</p></radical></div>"	On a <radical>cliff</radical>, the <radical>pope</radical> is holding a <kanji>shield</kanji>. The pope is near the edge of the cliff and is using the shield to fend off demons. The demons want to shove the pope off the cliff, but the pope is using his holy shield of popery to fend them off.<br><br>  - Hint: Imagine the shield glowing brightly as hymns play in the background. The demons try to get close to the pope to shove him off the cliff but the holy shield is too bright and popey.	Kanji Meaning	-	Kanji_Meaning Level_48
48	蛇	Snake	"<p class=""element-item primary""> Snake </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>虫</jp-symbol></span><p>Insect</p></radical><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>匕</jp-symbol></span><p>Spoon</p></radical></div>"	There is an <radical>insect</radical> on the <radical>roof</radical> in a <radical>spoon</radical>. It's there for the eating, and it's how you plan to attract a <kanji>snake</kanji> to your roof.<br><br>  - Hint: Snakes love insects, especially when they're ready to eat on a spoon. But, snakes don't usually go on top of the roof, so that's why you have to tempt one with an insect in a spoon.	Kanji Meaning	-	Kanji_Meaning Level_48
48	班	Squad	"<p class=""element-item primary""> Squad </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>王</jp-symbol></span><p>King</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	If the <radical>king</radical> gives you a <radical>knife</radical> you become part of his <kanji>squad</kanji>. Every king has a knife squad or two protecting him and making sure his subjects keep in line.<br><br>  - Hint: Imagine if you were given a knife and allowed into the king's squad. Would you let the power corrupt you?	Kanji Meaning	-	Kanji_Meaning Level_48
48	餓	Starve	"<p class=""element-item primary""> Starve </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>食</jp-symbol></span><p>Eat</p></radical><radical class=""component""><span><jp-symbol>我</jp-symbol></span><p>Ego</p></radical></div>"	If you have nothing to <radical>eat</radical> but your <radical>ego</radical>, you'll <kanji>starve</kanji>. You can't eat it, and your ego is keeping you from accepting actual food or help from other people.<br><br>  - Hint: You have to check your ego at the door, because you'll definitely starve otherwise.	Kanji Meaning	-	Kanji_Meaning Level_48
48	飢	Starve	"<p class=""element-item primary""> Starve </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>食</jp-symbol></span><p>Eat</p></radical><radical class=""component""><span><jp-symbol>几</jp-symbol></span><p>Table</p></radical></div>"	You’re so hungry that you <radical>eat</radical> a <radical>table</radical> so you won’t <kanji>starve</kanji>. If you don’t eat this table, you will most definitely starve, so you eat the table to stay alive.<br><br>  - Hint: You don’t want to starve, do you? Feel your tummy gurgle in pain. You gotta eat this table. Taste the dry wood taste on your tongue as you eat the table and get splinters in your tongue and gums.	Kanji Meaning	-	Kanji_Meaning Level_48
48	迅	Swift	"<p class=""element-item primary""> Swift </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol>厂</jp-symbol></span><p>Cliff</p></radical><radical class=""component""><span><jp-symbol>十</jp-symbol></span><p>Cross</p></radical></div>"	You drive your <radical>scooter</radical> off this <radical>cliff</radical>, holding your <radical>cross</radical> tight to your chest, at a <kanji>swift</kanji> speed.<br><br>  - Hint: Imagine swiftly shooting off the side of the cliff on your scooter, holding the cross for dear life.	Kanji Meaning	-	Kanji_Meaning Level_48
48	脅	Threaten	"<p class=""element-item primary""> Threaten </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>力</jp-symbol></span><p>Power</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical></div>"	There's <radical>power</radical>, <radical>power</radical>, and <radical>power</radical> stacked on top of the <radical>moon</radical>, <kanji>threaten</kanji>ing to bring it down!<br><br>  - Hint: The moon actually looks like it wants to threaten you now too. It seems to have grown a big, smiling, angry mouth and it's way closer to you than you've ever seen it. All that power is radiating out of it and down towards you, threateningly.	Kanji Meaning	-	Kanji_Meaning Level_48
49	概	Approximation	"<p class=""element-item primary""> Approximation </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>艮</jp-symbol></span><p>Root</p></radical><radical class=""component""><span><jp-symbol>牙</jp-symbol></span><p>Fang</p></radical></div>"	Bite a <radical>tree</radical>'s <radical>root</radical> with your <radical>fang</radical> to get an <kanji>approximation</kanji> on its age. It won't be exact, this isn't scientific or anything, but it will be pretty close.<br><br>  - Hint: Once you have an approximation on the age, you'll be able to come up with an approximation on how much it's worth too.	Kanji Meaning	-	Kanji_Meaning Level_49
49	拘	Arrest	"<p class=""element-item primary""> Arrest </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>句</jp-symbol></span><p>Paragraph</p></radical></div>"	You run your <radical>fingers</radical> along the words of a  <radical>paragraph</radical>. You are learning about the law because you plan to <kanji>arrest</kanji> somebody.<br><br>  - Hint: Imagine reading the paragraph very slowly. You find your answer. It looks like you'll be able to arrest that person...	Kanji Meaning	-	Kanji_Meaning Level_49
49	覆	Capsize,Cover	"<p class=""element-item primary""> Capsize </p>,<p class=""element-item""> Cover </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical><radical class=""component""><span><jp-symbol>彳</jp-symbol></span><p>Loiter</p></radical><radical class=""component""><span><jp-symbol>复</jp-symbol></span><p>Black Hole</p></radical></div>"	If a <radical>helicopter</radical> <radical>loiter</radical>s near a <radical>black hole</radical> then it's going to <kanji>capsize</kanji>. I mean, yeah, it's not a boat, but just look, that's what's happening! That helicopter is going down!<br><br>  If you want to save it you better <kanji>cover</kanji> up the black hole! The only way to save it from capsizing is to cover it right up!<br><br>  - Hint: Imagine trying to cover up a black hole so that the helicopter doesn't capsize. It's one or the other, dude. Cover or capsize. You decide.	Kanji Meaning	-	Kanji_Meaning Level_49
49	駒	Chess Piece	"<p class=""element-item primary""> Chess Piece </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>馬</jp-symbol></span><p>Horse</p></radical><radical class=""component""><span><jp-symbol>句</jp-symbol></span><p>Paragraph</p></radical></div>"	The <radical>horse</radical> who can write a <radical>paragraph</radical> gets to be a <kanji>chess piece</kanji>. Only the most erudite of horses gets selected to be a chess piece. The knight’s chess piece is represented by a horse, and for a horse to earn this honor, they must first write a paragraph explaining why they deserve the honor.<br><br>  - Hint: Imagine a horse trying to write a paragraph about why it deserves to be a chess piece. See the horse struggle with his hooves to write out a paragraph as he neighs in nervous frustration.	Kanji Meaning	-	Kanji_Meaning Level_49
