Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
16	険	Risky,Steep	"<p class=""element-item primary""> Risky </p>,<p class=""element-item""> Steep </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-squid""></i></jp-symbol></span><p>Squid</p></radical></div>"	Going into a <radical>building</radical> made by a <radical>squid</radical> is <kanji>risky</kanji>. First of all, squids only have tentacles, no bones, and they make all of their buildings out of risky materials like kelp and sharp coral.<br><br>  - Hint: One squid got stuck in his own building, but no one could save him because going in would be too risky. Poor little squid.	Kanji Meaning	-	Kanji_Meaning Level_16 Genki_L12
18	喉	Throat	"<p class=""element-item primary""> Throat </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>矢</jp-symbol></span><p>Arrow</p></radical><radical class=""component""><span><jp-symbol>ユ</jp-symbol></span><p>Hook</p></radical></div>"	Into your <radical>mouth</radical> the <radical>leader</radical> shot an <radical>arrow</radical> with an attached <radical>hook</radical> so that they'd be able to see into your <kanji>throat</kanji>.<br><br>  - Hint: Imagine the arrow with its hook shooting down into your mouth and hooking into your throat. Ouch! Now the leader is peering down in there, but you don't know why.	Kanji Meaning	-	Kanji_Meaning Level_18 Genki_L12
19	連	Take Along,Connect	"<p class=""element-item primary""> Take Along </p>,<p class=""element-item""> Connect </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol>車</jp-symbol></span><p>Car</p></radical></div>"	Both a <radical>scooter</radical> and a <radical>car</radical> are things you'll <kanji>take along</kanji> with you. If you want to take both along, you should <kanji>connect</kanji> them to each other to make it easier.<br><br>  - Hint: You can't decide which one you want, so you take along both. Good job they're connected!	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L12
21	素	Element	"<p class=""element-item primary""> Element </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>生</jp-symbol></span><p>Life</p></radical><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical></div>"	The <radical>life</radical> <radical>thread</radical> is an <kanji>element</kanji> essential to all living things. This thread of life joins all things together, providing an essential relationship between all life. This element is all that holds this world together.<br><br>  - Hint: Visualize this element of life, interconnecting all living things. Without it, everything would fall apart and into chaos.	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L12
21	敵	Enemy	"<p class=""element-item primary""> Enemy </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>啇</jp-symbol></span><p>Mohawk</p></radical><radical class=""component""><span><jp-symbol>夂</jp-symbol></span><p>Winter</p></radical></div>"	Seeing a <radical>mohawk</radical> in the <radical>winter</radical> means the <kanji>enemy</kanji> is nearby. You are from the dreadlock tribe and the mohawk tribe is your enemy. You’re deep in the heart of battle and winter has fallen. Now is the time to take out the enemy.<br><br>  - Hint: Picture yourself holed up in a winter encampment, waiting to strike at the mohawk wearing enemies. Feel the cold around you as you scan the horizon for mohawks.	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L12
22	態	Appearance	"<p class=""element-item primary""> Appearance </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>能</jp-symbol></span><p>Ability</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	You have a great <radical>ability</radical> because your <radical>heart</radical> gives you the <kanji>appearance</kanji> of a superhuman. Your heart is really strong and powerful, fuelling your body to the best of its ability. All this together gives you the appearance of someone in top condition.<br><br>  - Hint: See yourself in this ideal appearance. Everyone loves to look at you because you look so awesome. Your heart has given you many great abilities. Feel strong and powerful in this body of yours.	Kanji Meaning	-	Kanji_Meaning Level_22 Genki_L12
23	張	Stretch	"<p class=""element-item primary""> Stretch </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>弓</jp-symbol></span><p>Bow</p></radical><radical class=""component""><span><jp-symbol>長</jp-symbol></span><p>Long</p></radical></div>"	You have a <radical>bow</radical> and you want to make it <radical>long</radical>. To do that, you'd naturally just <kanji>stretch</kanji> it.<br><br>  - Hint: Imagine holding this bow in your hands, and then stretching it into a longer bow. Feel the strain on your arms as you try to stretch wood. You can feel it stretching, but it's strenuous.	Kanji Meaning	-	Kanji_Meaning Level_23 Genki_L12
24	差	Distinction	"<p class=""element-item primary""> Distinction </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical><radical class=""component""><span><jp-symbol>王</jp-symbol></span><p>King</p></radical><radical class=""component""><span><jp-symbol>丿</jp-symbol></span><p>Slide</p></radical><radical class=""component""><span><jp-symbol>工</jp-symbol></span><p>Construction</p></radical></div>"	When the <radical>horns</radical> of the <radical>king</radical> <radical>slide</radical> down into the <radical>construction</radical> below he loses <kanji>distinction</kanji>. Now the king just looks like everyone else, there's nothing that sets him apart!<br><br>  - Hint: The king's distinction is gone. He isn't special, he isn't different. Without his horns he's like the rest of you plebs.	Kanji Meaning	-	Kanji_Meaning Level_24 Genki_L12
24	狭	Narrow	"<p class=""element-item primary""> Narrow </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>犭</jp-symbol></span><p>Animal</p></radical><radical class=""component""><span><jp-symbol>夫</jp-symbol></span><p>Husband</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-horns""></i></jp-symbol></span><p>Horns</p></radical></div>"	You have an <radical>animal</radical> for a <radical>husband</radical> with <radical>horns</radical> that are <kanji>narrow</kanji>. This animal husband of yours is a goat. A goat with narrow horns. Why is this animal your husband? You’re weird, that’s why.<br><br>  - Hint: Imagine yourself married to this animal husband with horns that are narrow. It’s a strange marriage. Listen to the goat making its goat noises as it clomps around your home. Now hug your goat husband and feel its soft fluffy coat against your skin.	Kanji Meaning	-	Kanji_Meaning Level_24 Genki_L12
25	候	Climate,Weather,Candidate	"<p class=""element-item primary""> Climate </p>,<p class=""element-item""> Weather </p>,<p class=""element-item""> Candidate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-stick""></i></jp-symbol></span><p>Stick</p></radical><radical class=""component""><span><jp-symbol>ユ</jp-symbol></span><p>Hook</p></radical><radical class=""component""><span><jp-symbol>矢</jp-symbol></span><p>Arrow</p></radical></div>"	A <radical>leader</radical> with a <radical>stick</radical>, a <radical>hook</radical>, and an <radical>arrow</radical> is able to change the <kanji>climate</kanji> and <kanji>weather</kanji>. Not just the type of climate that causes sunny and rainy days though, the political climate too, because they're a political <kanji>candidate</kanji> too.<br><br>  - Hint: Imagine this leader twirling his stick around with his hook so quickly it changes the actual weather. Then he shoots it into the sky with an arrow, changing the actual climate itself.	Kanji Meaning	-	Kanji_Meaning Level_25 Genki_L12
25	景	Scene	"<p class=""element-item primary""> Scene </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>京</jp-symbol></span><p>Capital</p></radical></div>"	The <radical>sun</radical> rises over the <radical>capital</radical> building, creating a breathtaking <kanji>scene</kanji>. The sun is so bright and warm as it crests over the capital building. It’s quite the scene to behold.<br><br>  - Hint: Picture this scene in your mind. Squint as the sun shines in your eyes and feel its warmth as it rises up and over the capital building.	Kanji Meaning	-	Kanji_Meaning Level_25 Genki_L12
27	康	Ease,Peace	"<p class=""element-item primary""> Ease </p>,<p class=""element-item""> Peace </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>广</jp-symbol></span><p>Canopy</p></radical><radical class=""component""><span><jp-symbol>ヨ</jp-symbol></span><p>Wolverine</p></radical><radical class=""component""><span><jp-symbol>水</jp-symbol></span><p>Water</p></radical></div>"	You see a <radical>canopy</radical> under which <radical>Wolverine</radical> is sipping some <radical>water</radical>. He looks so at <kanji>ease</kanji> and at <kanji>peace</kanji>.<br><br>  - Hint: Wolverine just looks so peaceful under that canopy with his water.	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L12
27	健	Healthy	"<p class=""element-item primary""> Healthy </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ｲ</jp-symbol></span><p>Leader</p></radical><radical class=""component""><span><jp-symbol>廴</jp-symbol></span><p>Yoga</p></radical><radical class=""component""><span><jp-symbol>聿</jp-symbol></span><p>Brush</p></radical></div>"	The <radical>leader</radical> of your <radical>yoga</radical> class uses a special <radical>brush</radical> to stay <kanji>healthy</kanji>. She rubs the brush on her long arms and legs, and she never ever gets sick.<br><br>  - Hint: If you want to be healthy too, just do yoga and rub this healthy brush all over your bod.	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L12
27	症	Symptom	"<p class=""element-item primary""> Symptom </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>疒</jp-symbol></span><p>Sick</p></radical><radical class=""component""><span><jp-symbol>正</jp-symbol></span><p>Correct</p></radical></div>"	When someone is <radical>sick</radical> in order to diagnose the <radical>correct</radical> cause and treatment, you need to check their <kanji>symptom</kanji>s. You have to be especially careful too, because if you get a symptom wrong, you could kill them!<br><br>  - Hint: If you know all of the symptoms for each and every sickness you'd be able to cure them all!	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L12
27	織	Weave	"<p class=""element-item primary""> Weave </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>音</jp-symbol></span><p>Sound</p></radical><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical></div>"	Taking a <radical>thread</radical> and moving to the <radical>sound</radical> of the music, a <radical>drunkard</radical> makes a <kanji>weave</kanji> through some fabric. He’s using the thread to weave his clothes back together after he damaged them in a fall down the stairs. You know, because he’s a drunkard.<br><br>  - Hint: Imagine this drunkard bipping and bopping to the sound of the music as he weaves this thread through his clothes to repair them.	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L12
29	娘	Daughter	"<p class=""element-item primary""> Daughter </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>女</jp-symbol></span><p>Woman</p></radical><radical class=""component""><span><jp-symbol>良</jp-symbol></span><p>Good</p></radical></div>"	A <radical>woman</radical> who is <radical>good</radical> is my <kanji>daughter</kanji>. My daughter is a good woman, I guarantee it.<br><br>  - Hint: Look at how good this woman is! She’s my daughter! She’s good! You wish your daughter was as good a woman as mine is!	Kanji Meaning	-	Kanji_Meaning Level_29 Genki_L12
29	緊	Tense	"<p class=""element-item primary""> Tense </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>臣</jp-symbol></span><p>Servant</p></radical><radical class=""component""><span><jp-symbol>又</jp-symbol></span><p>Stool</p></radical><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical></div>"	The <radical>servant</radical> sits on a <radical>stool</radical>, holding a piece of <radical>thread</radical>, looking very <kanji>tense</kanji>. <br><br>  - Hint: You walk by this tense servant and pause for a moment. They raise their tense eyes up at you and you can see they're shaking.	Kanji Meaning	-	Kanji_Meaning Level_29 Genki_L12
30	渇	Thirst	"<p class=""element-item primary""> Thirst </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>勹</jp-symbol></span><p>Prison</p></radical><radical class=""component""><span><jp-symbol>匕</jp-symbol></span><p>Spoon</p></radical></div>"	You're stuck in a <radical>prison</radical> on the <radical>sun</radical> with nothing but a <radical>spoon</radical>. Lucky for you a <radical>tsunami</radical> is coming, so you take your spoon and use the tsunami to quench your <kanji>thirst</kanji>. You spoon the hot, hot water into your mouth as fast as you can. This is the only way to get water on the sun.<br><br>  - Hint: Imagine this thirst of yours. You've been in this sun prison for longer than you can remember. You've been holding onto this spoon, waiting for this moment for so long.	Kanji Meaning	-	Kanji_Meaning Level_30 Genki_L12
31	粉	Powder	"<p class=""element-item primary""> Powder </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>米</jp-symbol></span><p>Rice</p></radical><radical class=""component""><span><jp-symbol>分</jp-symbol></span><p>Part</p></radical></div>"	If you grind <radical>rice</radical>, every <radical>part</radical> of it, eventually it will become a fine <kanji>powder</kanji>. You can then use this rice powder as a part to create some other dish. Some kind of cake, perhaps.<br><br>  - Hint: Imagine yourself grinding this rice into a powder. Hear the scrape of the rice on stone as you grind it down to the finest powder.	Kanji Meaning	-	Kanji_Meaning Level_31 Genki_L12
32	績	Exploits	"<p class=""element-item primary""> Exploits </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>責</jp-symbol></span><p>Blame</p></radical></div>"	Taking a piece of <radical>thread</radical> you <radical>blame</radical> the <kanji>exploits</kanji> of your past on poor judgment. You tie this thread around your finger to remind you of all the exploits you accomplished in your day. Most of them weren’t actually on purpose, so you blame them on poor judgment and accident.<br><br>  - Hint: Think up what exploits you accomplished. What sort of things might you have done, but not quite on purpose? Think about how it feels to be exalted for such exploits that were but mere accidents.	Kanji Meaning	-	Kanji_Meaning Level_32 Genki_L12
32	興	Interest	"<p class=""element-item primary""> Interest </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-comb""></i></jp-symbol></span><p>Comb</p></radical><radical class=""component""><span><jp-symbol>同</jp-symbol></span><p>Same</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical></div>"	There’s a <radical>comb</radical> and what looks like the <radical>same</radical> <radical>comb</radical>, and you found them on the <radical>ground</radical> next to some <radical>fins</radical> you showed <kanji>interest</kanji> in. At first, the shiny fins on the ground caught your interest, but once you got closer to the fins you also noticed a pair of combs that are interesting too.<br><br>  - Hint: Pick up these fins and the two combs. Feel their weight in each hand as you examine them with interest. Smell the fish smell and feel the teeth on the combs.	Kanji Meaning	-	Kanji_Meaning Level_32 Genki_L12
32	秘	Secret	"<p class=""element-item primary""> Secret </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>禾</jp-symbol></span><p>Grain</p></radical><radical class=""component""><span><jp-symbol>必</jp-symbol></span><p>Certain</p></radical></div>"	A <radical>grain</radical> is <radical>certain</radical> to keep a <kanji>secret</kanji>.<br><br>  - Hint: Imagine telling a piece of grain your deepest, darkest secret.	Kanji Meaning	-	Kanji_Meaning Level_32 Genki_L12
34	射	Shoot	"<p class=""element-item primary""> Shoot </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>身</jp-symbol></span><p>Body</p></radical><radical class=""component""><span><jp-symbol>寸</jp-symbol></span><p>Measurement</p></radical></div>"	You need to take a <radical>body</radical> <radical>measurement</radical> before you can <kanji>shoot</kanji>. Whether it's for a photo shoot, you're gonna shoot them with a gun, or if you're about to shoot them full of radiation for X-rays, you need the right measurements of that body first.<br><br>  - Hint: Imagine someone measuring your body before they shoot you. You hope it's the good kind of shoot and that you're not going to die.	Kanji Meaning	-	Kanji_Meaning Level_34 Genki_L12
34	吐	Throw Up,Spit,Vomit	"<p class=""element-item primary""> Throw Up </p>,<p class=""element-item""> Spit </p>,<p class=""element-item""> Vomit </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical></div>"	If you put <radical>dirt</radical> in your <radical>mouth</radical> you're going to <kanji>throw up</kanji>. That's just a fact.<br><br>  - Hint: That's pretty much what throwing up feels like too, right? Like a bunch of dirt coming out of your mouth. Barf.	Kanji Meaning	-	Kanji_Meaning Level_34 Genki_L12
35	酔	Drunk	"<p class=""element-item primary""> Drunk </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>酉</jp-symbol></span><p>Alcohol</p></radical><radical class=""component""><span><jp-symbol>九</jp-symbol></span><p>Nine</p></radical><radical class=""component""><span><jp-symbol>十</jp-symbol></span><p>Cross</p></radical></div>"	You have an <radical>alcohol</radical> <radical>nine</radical> times stronger than any other drink in a bottle shaped like a <radical>cross</radical> and you drink it all and become <kanji>drunk</kanji>. You’re like, so drunk right now from all that alcohol. Nine times more drunk than ever before.<br><br>  - Hint: Feel how drunk you are as you look at the cross shaped bottle that once held the alcohol. See the cross start to blur in front of you from how drunk you are.	Kanji Meaning	-	Kanji_Meaning Level_35 Genki_L12
36	甘	Sweet	"<p class=""element-item primary""> Sweet </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>甘</jp-symbol></span><p>Sweet</p></radical></div>"	The <radical>sweet</radical> radical and the <kanji>sweet</kanji> kanji are exactly the same! Double sweet.	Kanji Meaning	-	Kanji_Meaning Level_36 Genki_L12
37	抗	Confront	"<p class=""element-item primary""> Confront </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>亠</jp-symbol></span><p>Lid</p></radical><radical class=""component""><span><jp-symbol>几</jp-symbol></span><p>Table</p></radical></div>"	You take your <radical>fingers</radical> and slam a <radical>lid</radical> on the <radical>table</radical>. You make this big noise to <kanji>confront</kanji> the person in front of you. <br><br>  - Hint: They weren't listening, which is why you slammed that lid down. You'll have to confront them more directly.	Kanji Meaning	-	Kanji_Meaning Level_37 Genki_L12
41	畑	Field	"<p class=""element-item primary""> Field </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>火</jp-symbol></span><p>Fire</p></radical><radical class=""component""><span><jp-symbol>田</jp-symbol></span><p>Rice Paddy</p></radical></div>"	A <radical>fire</radical> in the <radical>rice paddy</radical> burns down the <kanji>field</kanji>. The rice paddy fire spreads out from the paddy and consumes the field next to it. This rice paddy fire has ravaged your entire farm!<br><br>  - Hint: Look at this fire burning the rice paddy and the surrounding field. Smell burnt rice in the air as you see the flames dance before your eyes.	Kanji Meaning	-	Kanji_Meaning Level_41 Genki_L12
47	滴	Drip	"<p class=""element-item primary""> Drip </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>啇</jp-symbol></span><p>Mohawk</p></radical></div>"	A <radical>tsunami</radical> hits your <radical>mohawk</radical> and it begins to <kanji>drip</kanji>. The water from the tsunami continues to drip from your mohawk long after the tsunami has passed. There’s a lot of water in your hair now, so it’s probably going to drip for a while.<br><br>  - Hint: Imagine having all this tsunami water in your hair. Hear it drip from your mohawk. Drip… drip… drip…	Kanji Meaning	-	Kanji_Meaning Level_47 Genki_L12
50	邪	Wicked	"<p class=""element-item primary""> Wicked </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>牙</jp-symbol></span><p>Fang</p></radical><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical></div>"	A <radical>fang</radical> on a <radical>building</radical> shows that it's <kanji>wicked</kanji>. Something wicked probably lives in the building too.<br><br>  - Hint: Not like, wicked cool, but like wicked evil. I see you, New Englanders.	Kanji Meaning	-	Kanji_Meaning Level_50 Genki_L12
51	膚	Skin	"<p class=""element-item primary""> Skin </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>虍</jp-symbol></span><p>Tiger</p></radical><radical class=""component""><span><jp-symbol>胃</jp-symbol></span><p>Stomach</p></radical></div>"	If you look in a <radical>tiger</radical>'s <radical>stomach</radical> you'll find a bunch of <kanji>skin</kanji>. It's really gross but what else did you think you'd find? Everyone knows tigers can't digest the skin of the things it eats. <br><br>  - Hint: Imagine yourself opening a tigers mouth and looking all the way down into its stomach and seeing a bunch of skin. Why would you imagine that? Eww.	Kanji Meaning	-	Kanji_Meaning Level_51 Genki_L12
52	覇	Leadership	"<p class=""element-item primary""> Leadership </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical><radical class=""component""><span><jp-symbol>革</jp-symbol></span><p>Leather</p></radical><radical class=""component""><span><jp-symbol>月</jp-symbol></span><p>Moon</p></radical></div>"	Take a <radical>leather</radical> <radical>helicopter</radical> to the <radical>moon</radical> to prove your excellent <kanji>leadership</kanji>. Some people called you crazy, but you'll show them, as you lead an entire crew of leather helicopter pilots on their first mission to space!<br><br>  - Hint: Not many people have the leadership it takes to lead such a mission. Imagine what it takes to do it!	Kanji Meaning	-	Kanji_Meaning Level_52 Genki_L12
55	那	What	"<p class=""element-item primary""> What </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>刀</jp-symbol></span><p>Sword</p></radical><radical class=""component""><span><jp-symbol>二</jp-symbol></span><p>Two</p></radical><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical></div>"	You're holding a <radical>sword</radical> in front <radical>two</radical> <radical>building</radical>s. <kanji>What</kanji> will you do?<br><br>  A. Stab the building on the left.<br><br>  B. Stab the building on the right.<br><br>  What do you choose?<br><br>  - Hint: What? Do you think I'm gonna help you make this decision? No way, you need to dig deep and think about what you want to do.	Kanji Meaning	-	Kanji_Meaning Level_55 Genki_L12
60	痢	Diarrhea,Diarrhoea	"<p class=""element-item primary""> Diarrhea </p>,<p class=""element-item""> Diarrhoea </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>疒</jp-symbol></span><p>Sick</p></radical><radical class=""component""><span><jp-symbol>禾</jp-symbol></span><p>Grain</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	You ate some <radical>grain</radical>s that made you so <radical>sick</radical> it feels like a <radical>knife</radical> is stabbing in your guts and all your poop is falling out. This is called <kanji>diarrhea</kanji>. Everyone's had diarrhea before, so you should know this feeling by now.<br><br>  - Hint: Imagine back to the last time you ate something bad and it gave you diarrhea. It felt like someone was sticking you with a knife, didn't it?	Kanji Meaning	-	Kanji_Meaning Level_60 Genki_L12
11	岸	Coast,Shore	"<p class=""element-item primary""> Coast </p>,<p class=""element-item""> Shore </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>山</jp-symbol></span><p>Mountain</p></radical><radical class=""component""><span><jp-symbol>厂</jp-symbol></span><p>Cliff</p></radical><radical class=""component""><span><jp-symbol>干</jp-symbol></span><p>Dry</p></radical></div>"	The <radical>mountain</radical> on top of the <radical>cliff</radical> is <radical>dry</radical> from the <kanji>coast</kanji> below. Just from looking at the raging <kanji>shore</kanji> below, you'd think everything would be wet, it's splashing everywhere!<br><br>  - Hint: You're on top of the mountain and the entire coast is stretching out below. The shore goes as far as your eyes can see.	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L13
11	級	Level,Grade,Rank	"<p class=""element-item primary""> Level </p>,<p class=""element-item""> Grade </p>,<p class=""element-item""> Rank </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>及</jp-symbol></span><p>Escalator</p></radical></div>"	There are pieces of <radical>thread</radical> on each <radical>escalator</radical> showing you what <kanji>level</kanji> they go to in your school. Each escalator takes you to a different <kanji>grade</kanji>, so make sure you follow the right thread or you'll end up in a class that's either way above or way below your level.<br><br>  - Hint: When you level up your Japanese skills, you'll take this escalator to rank up too!	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L13
11	特	Special	"<p class=""element-item primary""> Special </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>牛</jp-symbol></span><p>Cow</p></radical><radical class=""component""><span><jp-symbol>寺</jp-symbol></span><p>Temple</p></radical></div>"	This <radical>cow</radical> <radical>temple</radical> is <kanji>special</kanji>. This cow must have been very important to have an entire temple dedicated to it.<br><br>  - Hint: Picture a temple dedicated to a single cow. All of the people who come and worship here have a special place in their hearts for the cow.	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L13
12	悪	Bad,Evil	"<p class=""element-item primary""> Bad </p>,<p class=""element-item""> Evil </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>亜</jp-symbol></span><p>Asia</p></radical><radical class=""component""><span><jp-symbol>心</jp-symbol></span><p>Heart</p></radical></div>"	In <radical>Asia</radical> they assume everyone's <radical>heart</radical> is automatically <kanji>bad</kanji> and <kanji>evil</kanji>.<br><br>  - Hint: You don't want a bunch of evil in your heart, do you? No, I didn't think so.	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L13
12	港	Harbor,Port,Harbour	"<p class=""element-item primary""> Harbor </p>,<p class=""element-item""> Port </p>,<p class=""element-item""> Harbour </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>共</jp-symbol></span><p>Together</p></radical><radical class=""component""><span><jp-symbol>己</jp-symbol></span><p>Oneself</p></radical></div>"	There's a <radical>tsunami</radical> coming and you want to be <radical>together</radical> with it by <radical>yourself</radical> (oneself) so you go to the <kanji>harbor</kanji>.<br><br>  - Hint: Picture the harbor. You're the only one there. The wind is whipping violently and all of the boats docked around you are being bounced around. You can see the tsunami rising out of the ocean and coming for you and the harbor.	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L13
12	第	Ordinal Number Prefix,Ordinal Prefix,Number	"<p class=""element-item primary""> Ordinal Number Prefix </p>,<p class=""element-item""> Ordinal Prefix </p>,<p class=""element-item""> Number </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>竹</jp-symbol></span><p>Bamboo</p></radical><radical class=""component""><span><jp-symbol>弟</jp-symbol></span><p>Younger Brother</p></radical></div>"	<radical>Bamboo</radical>'s <radical>younger brother</radical> is counted with an <kanji>ordinal number prefix</kanji>. An ordinal number is one that represents a position or rank in sequential order (like first, second, third, etc.). We use this ordinal number prefix before counting these things in Japanese sometimes. Like with bamboo, going down in order toward the youngest.<br><br>  - Hint: Imagine a line of bamboo shoots arranged from oldest to youngest. They look like pipe organ pipes, or a xylophone, and now you need to count them.	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L13
12	着	Wear,Arrive	"<p class=""element-item primary""> Wear </p>,<p class=""element-item""> Arrive </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>羊</jp-symbol></span><p>Sheep</p></radical><radical class=""component""><span><jp-symbol>目</jp-symbol></span><p>Eye</p></radical></div>"	There are <radical>sheep</radical> right before your <radical>eye</radical>s, because they just love what you <kanji>wear</kanji>. It's a little known fact that sheep are fashionistas, and they <kanji>arrive</kanji> daily to admire your style. These sheep are so stylish they wear their tail to one side - in the latest fashion (check out the sheep radical - the tail is sweeping stylishly to the left!).<br><br>  - Hint: Imagine all the chic sheep lining up to check out your style, with their carefully coiffed left-hanging tails!	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L13
13	器	Container,Vessel	"<p class=""element-item primary""> Container </p>,<p class=""element-item""> Vessel </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical><radical class=""component""><span><jp-symbol>品</jp-symbol></span><p>Products</p></radical></div>"	<radical>Big</radical> <radical>products</radical> need to be put in a big <kanji>container</kanji>. A small container just won’t do. These products are big and they need a big container to be contained in.<br><br>  - Hint: Imagine having all these big products. How will you contain them all!? Imagine yourself stuffing all of these big products into their respective containers.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L13
